Case,Date,State,County,Case Count
NO.19553,2020-03-20,AR,Benton,1
NO.19552,2020-03-20,AR,Pulaski,1
NO.19550-19551,2020-03-20,AR,Garland,1
NO.19549,2020-03-20,CA,Orange,1
Death,2020-03-20,CA,Santa Clara,1
Death,2020-03-20,LA,Orleans,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,New York,1
Death,2020-03-20,NY,Suffolk,1
Death,2020-03-20,NY,Suffolk,1
Death,2020-03-20,NY,Suffolk,1
NO.19548,2020-03-20,TX,Webb,1
NO.19547,2020-03-20,TX,Webb,1
NO.19546,2020-03-20,TX,Webb,1
NO.19545,2020-03-20,GA,Clinch,1
NO.19544,2020-03-20,TN,McMinn,1
NO.19543,2020-03-20,TN,Gibson,1
NO.19542,2020-03-20,NE,Sarpy,1
NO.19541,2020-03-20,MT,Gallatin,1
Death,2020-03-20,GA,Gwinnett,1
Death,2020-03-20,GA,Dougherty,1
Death,2020-03-20,GA,Dougherty,1
Death,2020-03-20,GA,Cobb,1
NO.19537-19540,2020-03-20,NY,Sullivan,3
NO.19535-19536,2020-03-20,CA,Monterey,1
NO.19532-19534,2020-03-20,TX,Smith,2
NO.19529-19531,2020-03-20,WA,Grant,2
NO.19528,2020-03-20,AL,Marion,1
NO.19527,2020-03-20,TX,Lubbock,1
NO.19526,2020-03-20,TX,Lubbock,1
NO.19500-19525,2020-03-20,TN,Shelby,25
NO.19493-19499,2020-03-20,NY,Rensselaer,6
NO.19492,2020-03-20,MI,Barry,1
NO.19491,2020-03-20,MT,Lewis and Clark,1
NO.19489-19490,2020-03-20,NC,Cherokee,1
NO.19488,2020-03-20,NC,Cherokee,1
NO.19487,2020-03-20,WI,La Crosse,1
NO.19486,2020-03-20,AK,Ketchikan Gateway,1
NO.19485,2020-03-20,AK,Fairbanks North Star,1
NO.19484,2020-03-20,AL,Cullman,1
NO.19483,2020-03-20,AL,Elmore,1
NO.19482,2020-03-20,MO,Jasper,1
NO.19481,2020-03-20,IN,Scott,1
Death,2020-03-20,MI,Oakland,1
NO.19480,2020-03-20,CA,Amador,1
NO.19476-19479,2020-03-20,CA,Tulare,3
NO.19475,2020-03-20,CA,Yolo,1
NO.19468-19474,2020-03-20,NY,Sullivan,6
NO.19461-19467,2020-03-20,NY,Schenectady,6
NO.19460,2020-03-20,NY,Livingston,1
Death,2020-03-20,NJ,Essex,1
NO.19459,2020-03-20,NY,Jefferson,1
NO.19458,2020-03-20,NY,Herkimer,1
NO.19457,2020-03-20,NY,Hamilton,1
NO.19456,2020-03-20,NY,Fulton,1
NO.19455,2020-03-20,NY,Chenango,1
NO.19454,2020-03-20,NY,Broome,1
NO.19452-19453,2020-03-20,NY,Ontario,1
NO.19449-19451,2020-03-20,NY,Ulster,2
NO.19446-19448,2020-03-20,NY,Saratoga,2
NO.19445,2020-03-20,TX,Johnson,1
Death,2020-03-20,NJ,Bergen,1
NO.17716-19444,2020-03-20,NY,New York,1728
NO.17715,2020-03-20,TN,Wilson,1
NO.17714,2020-03-20,TN,Tipton,1
NO.17713,2020-03-20,TN,Robertson,1
NO.17712,2020-03-20,TN,Maury,1
NO.17711,2020-03-20,TN,Knox,1
NO.17710,2020-03-20,TN,Hamblen,1
Death,2020-03-20,OR,Marion,1
NO.17709,2020-03-20,TN,Dickson,1
NO.17707-17708,2020-03-20,TN,Montgomery,1
NO.17706,2020-03-20,RI,Washington,1
NO.17704-17705,2020-03-20,RI,Newport,1
NO.17697-17703,2020-03-20,RI,Providence,6
NO.17696,2020-03-20,WY,Natrona,1
NO.17694-17695,2020-03-20,IL,Unassigned,1
NO.17693,2020-03-20,IL,Christian,1
NO.17690-17692,2020-03-20,IL,McLean,2
NO.17689,2020-03-20,IL,Winnebago,1
NO.17688,2020-03-20,IL,Will,1
NO.17686-17687,2020-03-20,IL,McHenry,1
NO.17685,2020-03-20,IL,Kendall,1
NO.17683-17684,2020-03-20,IL,Kane,1
NO.17667-17682,2020-03-20,IL,Lake,15
NO.17664-17666,2020-03-20,IL,DuPage,2
NO.17531-17663,2020-03-20,IL,Cook,132
NO.17530,2020-03-20,NE,Buffalo,1
NO.17529,2020-03-20,NE,Douglas,1
NO.17528,2020-03-20,NE,Douglas,1
NO.17527,2020-03-20,NE,Douglas,1
NO.17526,2020-03-20,NV,Washoe,1
Death,2020-03-20,AZ,Maricopa,1
NO.17525,2020-03-20,NV,Washoe,1
NO.17524,2020-03-20,NV,Washoe,1
NO.17523,2020-03-20,NV,Washoe,1
NO.17521-17522,2020-03-20,MO,Greene,1
NO.17519-17520,2020-03-20,NC,Brunswick,1
NO.17500-17518,2020-03-20,NY,Erie,18
NO.17492-17499,2020-03-20,TN,Sumner,7
NO.17491,2020-03-20,WV,Kanawha,1
NO.17486-17490,2020-03-20,TN,Williamson,4
NO.17434-17485,2020-03-20,NV,Clark,51
NO.17433,2020-03-20,KY,Warren,1
NO.17432,2020-03-20,KY,Jefferson,1
NO.17426-17431,2020-03-20,DC,District of Columbia,5
Death,2020-03-20,MD,Baltimore,1
NO.17421-17425,2020-03-20,TX,Brazoria,4
NO.17420,2020-03-20,NC,Johnston,1
NO.17407-17419,2020-03-20,CA,Marin,12
NO.17406,2020-03-20,TX,Collin,1
NO.17405,2020-03-20,TX,Collin,1
NO.17404,2020-03-20,TX,Collin,1
NO.17403,2020-03-20,TX,Collin,1
NO.17402,2020-03-20,TN,Dickson,1
NO.17401,2020-03-20,TX,Collin,1
NO.17400,2020-03-20,TX,Collin,1
NO.17399,2020-03-20,TX,Collin,1
NO.17398,2020-03-20,TN,Cumberland,1
NO.17397,2020-03-20,TN,Cheatham,1
NO.17396,2020-03-20,TX,Collin,1
NO.17395,2020-03-20,TN,Blount,1
NO.17394,2020-03-20,TX,Collin,1
NO.17393,2020-03-20,TN,Anderson,1
NO.17367-17392,2020-03-20,TN,Davidson,25
Death,2020-03-20,WA,King,1
NO.17349-17366,2020-03-20,TN,Out-of-state,17
Death,2020-03-20,WA,King,1
NO.17348,2020-03-20,NY,Clinton,1
Death,2020-03-20,WA,King,1
Death,2020-03-20,WA,King,1
Death,2020-03-20,WA,King,1
Death,2020-03-20,WA,King,1
NO.17345-17347,2020-03-20,TX,Harris,2
NO.17334-17344,2020-03-20,CA,Sonoma,10
NO.17333,2020-03-20,TX,Brown,1
NO.17331-17332,2020-03-20,NJ,Hudson,1
NO.17326-17330,2020-03-20,CA,Solano,4
NO.17322-17325,2020-03-20,CA,San Bernardino,3
NO.17296-17321,2020-03-20,CA,San Diego,25
NO.17295,2020-03-20,GA,Randolph,1
Death,2020-03-20,MO,St. Louis,1
NO.17291-17294,2020-03-20,ID,Ada,3
NO.17290,2020-03-20,GA,Monroe,1
NO.17289,2020-03-20,GA,Lamar,1
NO.17288,2020-03-20,GA,Douglas,1
NO.17287,2020-03-20,KS,Reno,1
NO.17286,2020-03-20,ID,Bingham,1
NO.17269-17285,2020-03-20,TX,Travis,16
NO.17265-17268,2020-03-20,NC,Union,3
NO.17264,2020-03-20,OH,Erie,1
NO.17262-17263,2020-03-20,NY,Columbia,1
NO.17260-17261,2020-03-20,GA,Terrell,1
NO.17258-17259,2020-03-20,GA,Sumter,1
NO.17257,2020-03-20,DE,Sussex,1
NO.17256,2020-03-20,GA,Spalding,1
NO.17254-17255,2020-03-20,GA,Pickens,1
NO.17253,2020-03-20,VA,Virginia Beach,1
NO.17252,2020-03-20,GA,Chatham,1
NO.17250-17251,2020-03-20,KY,Pulaski,1
NO.17248-17249,2020-03-20,GA,Polk,1
NO.17247,2020-03-20,KY,Oldham,1
NO.17246,2020-03-20,KY,Henderson,1
NO.17245,2020-03-20,GA,Hall,1
NO.17244,2020-03-20,WY,Campbell,1
NO.17237-17243,2020-03-20,NC,Wake,6
NO.17236,2020-03-20,KY,Hardin,1
NO.17235,2020-03-20,WY,Teton,1
NO.17232-17234,2020-03-20,GA,Coweta,2
NO.17231,2020-03-20,GA,Lowndes,1
NO.17230,2020-03-20,KY,Franklin,1
NO.17229,2020-03-20,KY,Clark,1
NO.17228,2020-03-20,GA,Floyd,1
NO.17227,2020-03-20,KY,Christian,1
NO.17226,2020-03-20,GA,Richmond,1
NO.17225,2020-03-20,KY,Calloway,1
NO.17224,2020-03-20,KY,Bourbon,1
NO.17223,2020-03-20,GA,Clayton,1
NO.17222,2020-03-20,KY,Anderson,1
NO.17217-17221,2020-03-20,GA,Lee,4
NO.17216,2020-03-20,VA,Franklin,1
NO.17213-17215,2020-03-20,GA,Cherokee,2
Death,2020-03-20,TN,Davidson,1
NO.17212,2020-03-20,AZ,Cochise,1
NO.17209-17211,2020-03-20,GA,Gwinnett,2
NO.17208,2020-03-20,GA,DeKalb,1
NO.17207,2020-03-20,KY,Harrison,1
NO.17206,2020-03-20,HI,Kauai,1
NO.17200-17205,2020-03-20,GA,Dougherty,5
NO.17198-17199,2020-03-20,GA,Cobb,1
NO.17196-17197,2020-03-20,KY,Fayette,1
NO.17182-17195,2020-03-20,GA,Bartow,13
NO.17174-17181,2020-03-20,CA,San Joaquin,7
NO.17165-17173,2020-03-20,GA,Fulton,8
NO.17157-17164,2020-03-20,PA,Bucks,7
NO.17147-17156,2020-03-20,HI,Honolulu,9
NO.17145-17146,2020-03-20,MT,Flathead,1
NO.17144,2020-03-20,VA,Isle of Wight,1
NO.17143,2020-03-20,MT,Lewis and Clark,1
NO.17137-17142,2020-03-20,CA,Riverside,5
NO.17136,2020-03-20,ID,Canyon,1
NO.17132-17135,2020-03-20,NC,Durham,3
NO.17130-17131,2020-03-20,ID,Kootenai,1
NO.17127-17129,2020-03-20,ID,Blaine,2
NO.17126,2020-03-20,ID,Ada,1
NO.17121-17125,2020-03-20,MO,Kansas City,4
NO.17119-17120,2020-03-20,MO,Cass,1
NO.17117-17118,2020-03-20,KS,Leavenworth,1
NO.17029-17116,2020-03-20,NY,Suffolk,87
NO.17027-17028,2020-03-20,CA,Ventura,1
Death,2020-03-20,NV,Clark,1
Death,2020-03-20,CT,Fairfield,1
NO.17025-17026,2020-03-20,WI,Eau Claire,1
NO.17022-17024,2020-03-20,CA,San Luis Obispo,2
NO.17021,2020-03-20,LA,Tangipahoa,1
NO.17020,2020-03-20,LA,Iberia,1
NO.17018-17019,2020-03-20,LA,De Soto,1
NO.17017,2020-03-20,LA,West Baton Rouge,1
NO.17016,2020-03-20,LA,Rapides,1
NO.17011-17015,2020-03-20,CA,Contra Costa,4
NO.17010,2020-03-20,LA,Ascension,1
NO.17009,2020-03-20,LA,Bossier,1
NO.17007-17008,2020-03-20,LA,St. John the Baptist,1
NO.17004-17006,2020-03-20,LA,Terrebonne,2
NO.17003,2020-03-20,NH,Cheshire,1
NO.17002,2020-03-20,NH,Merrimack,1
NO.17001,2020-03-20,NH,Carroll,1
NO.16999-17000,2020-03-20,LA,St. Charles,1
NO.16998,2020-03-20,LA,Unassigned,1
NO.16996-16997,2020-03-20,LA,St. Tammany,1
Death,2020-03-20,CA,Santa Clara,1
NO.16995,2020-03-20,NH,Hillsborough,1
Death,2020-03-20,WA,Whatcom,1
NO.16994,2020-03-20,NH,Hillsborough,1
NO.16993,2020-03-20,NH,Hillsborough,1
NO.16992,2020-03-20,LA,Catahoula,1
NO.16990-16991,2020-03-20,NH,Rockingham,1
NO.16987-16989,2020-03-20,NH,Grafton,2
NO.16985-16986,2020-03-20,FL,Walton,1
NO.16984,2020-03-20,FL,Volusia,1
NO.16982-16983,2020-03-20,FL,Seminole,1
NO.16981,2020-03-20,FL,Santa Rosa,1
NO.16979-16980,2020-03-20,WA,Thurston,1
NO.16978,2020-03-20,FL,Manatee,1
NO.16977,2020-03-20,AL,Washington,1
NO.16975-16976,2020-03-20,FL,Duval,1
NO.16974,2020-03-20,AL,Madison,1
NO.16973,2020-03-20,AL,Lauderdale,1
NO.16972,2020-03-20,AL,Lamar,1
NO.16958-16971,2020-03-20,AL,Jefferson,13
NO.16957,2020-03-20,CO,Yuma,1
NO.16956,2020-03-20,AL,Jackson,1
NO.16950-16955,2020-03-20,CO,Weld,5
NO.16948-16949,2020-03-20,CO,Summit,1
NO.16945-16947,2020-03-20,CO,Pitkin,2
NO.16944,2020-03-20,CO,Park,1
NO.16942-16943,2020-03-20,CO,Morgan,1
NO.16941,2020-03-20,AL,Lee,1
NO.16938-16940,2020-03-20,CO,Larimer,2
NO.16926-16937,2020-03-20,CO,Jefferson,11
NO.16924-16925,2020-03-20,CO,Gunnison,1
NO.16923,2020-03-20,CO,Grand,1
NO.16921-16922,2020-03-20,CO,Garfield,1
NO.16902-16920,2020-03-20,CO,El Paso,18
NO.16880-16901,2020-03-20,CO,Eagle,21
NO.16874-16879,2020-03-20,CO,Douglas,5
NO.16850-16873,2020-03-20,CO,Denver,23
NO.16849,2020-03-20,CO,Broomfield,1
NO.16844-16848,2020-03-20,CO,Boulder,4
NO.16837-16843,2020-03-20,CO,Arapahoe,6
NO.16835-16836,2020-03-20,CO,Adams,1
NO.16824-16834,2020-03-20,CA,Orange,10
NO.16724-16823,2020-03-20,WA,King,99
Death,2020-03-20,WA,King,1
NO.16718-16723,2020-03-20,TX,Denton,5
NO.16717,2020-03-20,MT,Madison,1
NO.16710-16716,2020-03-20,SC,Kershaw,6
NO.16707-16709,2020-03-20,SC,Lexington,2
NO.16705-16706,2020-03-20,SC,Orangeburg,1
NO.16704,2020-03-20,SC,Pickens,1
NO.16690-16703,2020-03-20,SC,Richland,13
NO.16689,2020-03-20,SC,Sumter,1
NO.16684-16688,2020-03-20,SC,Greenville,4
NO.16683,2020-03-20,TX,Fayette,1
NO.16682,2020-03-20,SC,Florence,1
NO.16681,2020-03-20,MT,Lewis and Clark,1
NO.16680,2020-03-20,TX,Harris,1
NO.16679,2020-03-20,TX,Harris,1
NO.16678,2020-03-20,SC,Charleston,1
NO.16677,2020-03-20,SC,Darlington,1
NO.16676,2020-03-20,SC,Charleston,1
NO.16675,2020-03-20,TX,Harris,1
NO.16674,2020-03-20,TX,Harris,1
NO.16673,2020-03-20,TX,Harris,1
NO.16672,2020-03-20,TX,Harris,1
NO.16671,2020-03-20,TX,Harris,1
NO.16670,2020-03-20,SC,Beaufort,1
NO.16669,2020-03-20,SC,Berkeley,1
NO.16666-16668,2020-03-20,SC,Anderson,2
NO.16665,2020-03-20,TX,Fort Bend,1
NO.16664,2020-03-20,TX,Fort Bend,1
NO.16663,2020-03-20,TX,Fort Bend,1
NO.16662,2020-03-20,TX,Fort Bend,1
NO.16661,2020-03-20,SC,Aiken,1
NO.16653-16660,2020-03-20,WA,Pierce,7
NO.16652,2020-03-20,TX,Fort Bend,1
NO.16651,2020-03-20,TX,Galveston,1
NO.16650,2020-03-20,TX,Galveston,1
NO.16613-16649,2020-03-20,WA,Snohomish,36
Death,2020-03-20,WA,Snohomish,1
NO.16607-16612,2020-03-20,TX,McLennan,5
NO.16606,2020-03-20,ND,Pierce,1
NO.16605,2020-03-20,SC,Horry,1
NO.16604,2020-03-20,TX,Harris,1
NO.16603,2020-03-20,ND,Ramsey,1
NO.16598-16602,2020-03-20,NY,Tompkins,4
NO.16595-16597,2020-03-20,ND,Morton,2
NO.16590-16594,2020-03-20,MO,Jackson,4
Death,2020-03-20,IN,Marion,1
NO.16588-16589,2020-03-20,ND,Burleigh,1
NO.16587,2020-03-20,NJ,Gloucester,1
NO.16586,2020-03-20,VA,Rockbridge,1
NO.16584-16585,2020-03-20,UT,Weber-Morgan,1
NO.16583,2020-03-20,UT,Wasatch,1
NO.16575-16582,2020-03-20,CA,Sacramento,7
NO.16574,2020-03-20,UT,Tooele,1
NO.16565-16573,2020-03-20,UT,Summit,8
Death,2020-03-20,CA,Riverside,1
NO.16559-16564,2020-03-20,UT,Davis,5
NO.16554-16558,2020-03-20,NV,Clark,4
NO.16547-16553,2020-03-20,CA,Santa Clara,6
NO.16546,2020-03-20,TN,Bradley,1
NO.16545,2020-03-20,CA,Santa Cruz,1
NO.16540-16544,2020-03-20,MA,Worcester,4
NO.16526-16539,2020-03-20,MA,Suffolk,13
NO.16520-16525,2020-03-20,MA,Plymouth,5
NO.16508-16519,2020-03-20,MA,Norfolk,11
NO.16483-16507,2020-03-20,MA,Middlesex,24
Death,2020-03-20,TX,Harris,1
NO.16482,2020-03-20,MA,Hampshire,1
NO.16481,2020-03-20,NC,Stanley,1
NO.16471-16480,2020-03-20,MA,Essex,9
NO.16469-16470,2020-03-20,MA,Berkshire,1
NO.16465-16468,2020-03-20,MA,Barnstable,3
NO.16459-16464,2020-03-20,NY,Putnam,5
NO.16458,2020-03-20,TX,Guadalupe,1
NO.16435-16457,2020-03-20,PA,Philadelphia,22
NO.16434,2020-03-20,AL,Baldwin,1
NO.16430-16433,2020-03-20,PA,York,3
NO.16428-16429,2020-03-20,PA,Westmoreland,1
NO.16427,2020-03-20,PA,Potter,1
NO.16412-16426,2020-03-20,UT,Salt Lake,14
NO.16403-16411,2020-03-20,NY,Albany,8
NO.16398-16402,2020-03-20,PA,Northampton,4
NO.16394-16397,2020-03-20,PA,Monroe,3
NO.16393,2020-03-20,TX,Montgomery,1
Death,2020-03-20,MO,Jackson,1
NO.16392,2020-03-20,PA,Luzerne,1
NO.16391,2020-03-20,NC,Pitt,1
NO.16390,2020-03-20,PA,Lehigh,1
NO.16389,2020-03-20,IN,Delaware,1
NO.16388,2020-03-20,NC,Carteret,1
NO.16386-16387,2020-03-20,PA,Lackawanna,1
NO.16325-16385,2020-03-20,CA,Los Angeles,60
NO.16324,2020-03-20,NY,Rensselaer,1
NO.16323,2020-03-20,NY,Rensselaer,1
NO.16314-16322,2020-03-20,PA,Delaware,8
NO.16313,2020-03-20,NV,Elko County,1
NO.16306-16312,2020-03-20,PA,Chester,6
Death,2020-03-20,MA,Suffolk,1
NO.16305,2020-03-20,PA,Centre,1
Death,2020-03-20,IL,Cook,1
NO.16302-16304,2020-03-20,WI,Waukesha,2
NO.16301,2020-03-20,WI,Washington,1
NO.16300,2020-03-20,WI,Walworth,1
NO.16296-16299,2020-03-20,PA,Bucks,3
NO.16295,2020-03-20,WI,St. Croix,1
NO.16294,2020-03-20,WI,Sauk,1
NO.16291-16293,2020-03-20,WI,Ozaukee,2
NO.16290,2020-03-20,CT,New London,1
NO.16288-16289,2020-03-20,CT,Middlesex,1
NO.16284-16287,2020-03-20,PA,Berks,3
NO.16283,2020-03-20,CT,Litchfield,1
NO.16282,2020-03-20,TN,Greene,1
NO.16271-16281,2020-03-20,CT,Hartford,10
NO.16251-16270,2020-03-20,CT,Fairfield,19
NO.16250,2020-03-20,OR,Union,1
NO.16249,2020-03-20,OR,Grant,1
NO.16248,2020-03-20,OR,Linn,1
NO.16244-16247,2020-03-20,OR,Marion,3
NO.16239-16243,2020-03-20,OR,Multnomah,4
NO.16237-16238,2020-03-20,OR,Yamhill,1
NO.16236,2020-03-20,WI,Outagamie,1
NO.16235,2020-03-20,WI,Green,1
NO.16234,2020-03-20,WI,Douglas,1
NO.16230-16233,2020-03-20,WI,Dane,3
NO.16229,2020-03-20,WI,Columbia,1
NO.16223-16228,2020-03-20,OR,Washington,5
NO.16221-16222,2020-03-20,TN,Washington,1
NO.16219-16220,2020-03-20,OR,Deschutes,1
NO.16215-16218,2020-03-20,OR,Clackamas,3
NO.16214,2020-03-20,MI,Out of State,1
NO.16211-16213,2020-03-20,CA,Fresno,2
NO.16210,2020-03-20,NM,Taos,1
NO.16209,2020-03-20,NM,Sandoval,1
NO.16199-16208,2020-03-20,CA,Alameda,9
NO.16198,2020-03-20,NM,Sandoval,1
NO.16175-16197,2020-03-20,MI,Wayne,22
NO.16174,2020-03-20,NM,McKinley,1
NO.16173,2020-03-20,OH,Defiance,1
NO.16171-16172,2020-03-20,MI,Washtenaw,1
NO.16168-16170,2020-03-20,MI,St. Clair,2
NO.16167,2020-03-20,CA,Monterey,1
NO.16088-16166,2020-03-20,MI,Oakland,78
NO.16087,2020-03-20,NM,Dona Ana,1
NO.16086,2020-03-20,MI,Monroe,1
NO.16080-16085,2020-03-20,PR,Puerto Rico,5
NO.16078-16079,2020-03-20,NM,Bernalillo,1
NO.16076-16077,2020-03-20,MI,Midland,1
NO.16075,2020-03-20,NM,Bernalillo,1
NO.16074,2020-03-20,NJ,Unassigned,1
NO.16043-16073,2020-03-20,MI,Macomb,30
NO.16041-16042,2020-03-20,MI,Livingston,1
NO.16036-16040,2020-03-20,MI,Kent,4
NO.16035,2020-03-20,TX,Wichita,1
NO.16034,2020-03-20,MI,Ingham,1
NO.15960-16033,2020-03-20,MI,Wayne,73
Death,2020-03-20,NY,New York,1
NO.15958-15959,2020-03-20,IN,Allen,1
NO.15957,2020-03-20,NE,Lancaster,1
NO.15956,2020-03-20,OH,Ashtabula,1
NO.15955,2020-03-20,OH,Lake,1
NO.15954,2020-03-20,OH,Trumbull,1
NO.15952-15953,2020-03-20,OH,Mahoning,1
NO.15950-15951,2020-03-20,TX,Tarrant,1
NO.15949,2020-03-20,TX,Tarrant,1
NO.15947-15948,2020-03-20,TX,Tarrant,1
NO.15946,2020-03-20,OH,Stark,1
NO.15945,2020-03-20,TX,Tarrant,1
NO.15941-15944,2020-03-20,OH,Lorain,3
NO.15937-15940,2020-03-20,TX,Tarrant,3
NO.15933-15936,2020-03-20,OH,Summit,3
NO.15917-15932,2020-03-20,OH,Cuyahoga,15
NO.15916,2020-03-20,OH,Medina,1
NO.15915,2020-03-20,OH,Union,1
NO.15911-15914,2020-03-20,OH,Franklin,3
NO.15910,2020-03-20,NJ,Somerset,1
NO.15901-15909,2020-03-20,NJ,Morris,8
NO.15887-15900,2020-03-20,NJ,Union,13
NO.15885-15886,2020-03-20,OH,Warren,1
NO.15874-15884,2020-03-20,NJ,Passaic,10
NO.15873,2020-03-20,KS,Wyandotte,1
NO.15857-15872,2020-03-20,NJ,Ocean,15
NO.15856,2020-03-20,TX,Kendall,1
NO.15852-15855,2020-03-20,OH,Butler,3
NO.15842-15851,2020-03-20,NJ,Essex,9
NO.15835-15841,2020-03-20,KS,Johnson,6
NO.15825-15834,2020-03-20,NJ,Monmouth,9
NO.15824,2020-03-20,OH,Licking,1
NO.15811-15823,2020-03-20,PA,Montgomery,12
NO.15810,2020-03-20,NC,Chowan,1
NO.15809,2020-03-20,NY,Putnam,1
NO.15800-15808,2020-03-20,NJ,Hudson,8
NO.15794-15799,2020-03-20,OH,Hamilton,5
NO.15782-15793,2020-03-20,NJ,Middlesex,11
NO.15728-15781,2020-03-20,NJ,Bergen,53
NO.15723-15727,2020-03-20,MO,Boone,4
NO.15722,2020-03-20,AL,Mobile,1
NO.15721,2020-03-20,SC,Horry,1
NO.15710-15720,2020-03-20,CA,San Mateo,10
NO.15709,2020-03-20,TX,Milam,1
NO.15704-15708,2020-03-20,VT,Chittenden,4
NO.15703,2020-03-20,WY,Fremont,1
NO.15702,2020-03-20,TX,Harris,1
NO.15701,2020-03-20,TX,Harris,1
NO.15700,2020-03-20,TX,Harris,1
NO.15699,2020-03-20,TX,Harris,1
NO.15698,2020-03-20,TX,Harris,1
NO.15697,2020-03-20,TX,Harris,1
NO.15696,2020-03-20,TX,Harris,1
NO.15695,2020-03-20,TX,Harris,1
NO.15694,2020-03-20,TX,Harris,1
NO.15693,2020-03-20,OH,Marion,1
NO.15692,2020-03-20,TX,Bell,1
NO.15691,2020-03-20,PA,Beaver,1
NO.15690,2020-03-20,NV,Carson City,1
NO.15686-15689,2020-03-20,PA,Adams,3
NO.15683-15685,2020-03-20,ME,York,2
NO.15682,2020-03-20,ME,Penobscot,1
NO.15681,2020-03-20,ME,Lincoln,1
NO.15680,2020-03-20,ME,Kennebec,1
NO.15679,2020-03-20,PA,Allegheny,1
NO.15673-15678,2020-03-20,NY,Onondaga,5
NO.15672,2020-03-20,IA,Allamakee,1
NO.15671,2020-03-20,MN,Stearns,1
NO.15670,2020-03-20,OK,Oklahoma,1
Death,2020-03-20,DC,District of Columbia,1
NO.15669,2020-03-20,WV,Jackson,1
NO.15668,2020-03-20,OK,Kay,1
NO.15667,2020-03-20,OK,Garvin,1
NO.15666,2020-03-20,VA,Mecklenburg,1
NO.15665,2020-03-20,WV,Jefferson,1
NO.15664,2020-03-20,MN,Scott,1
NO.15663,2020-03-20,WI,Rock,1
NO.15659-15662,2020-03-20,MN,Ramsey,3
NO.15658,2020-03-20,WI,Dane,1
NO.15657,2020-03-20,NC,Catawba,1
NO.15652-15656,2020-03-20,MN,Olmsted,4
NO.15650-15651,2020-03-20,OK,Cleveland,1
NO.15649,2020-03-20,AZ,Pima,1
NO.15648,2020-03-20,MN,Martin,1
NO.15647,2020-03-20,NC,Lee,1
NO.15635-15646,2020-03-20,AZ,Maricopa,11
NO.15622-15634,2020-03-20,MN,Hennepin,12
NO.15621,2020-03-20,NC,Cabarrus,1
NO.15619-15620,2020-03-20,MN,Filmore,1
NO.15618,2020-03-20,VA,Newport News,1
NO.15617,2020-03-20,NC,Rowan,1
NO.15616,2020-03-20,TX,Brazos,1
NO.15615,2020-03-20,TX,Brazos,1
NO.15611-15614,2020-03-20,NC,Franklin,3
NO.15610,2020-03-20,AZ,Yuma,1
NO.15609,2020-03-20,MN,Clay,1
NO.15608,2020-03-20,MN,Chisago,1
NO.15607,2020-03-20,PA,Franklin,1
NO.15606,2020-03-20,TX,Comal,1
NO.15603-15605,2020-03-20,VA,Williamsburg,2
NO.15602,2020-03-20,MO,Dunklin,1
NO.15598-15601,2020-03-20,NC,Orange,3
Death,2020-03-20,NY,Nassau,1
NO.15596-15597,2020-03-20,VA,York,1
NO.15595,2020-03-20,AL,Shelby,1
NO.15593-15594,2020-03-20,AL,Jefferson,1
NO.15591-15592,2020-03-20,VA,Richmond City,1
NO.15590,2020-03-20,VA,Prince William,1
NO.15586-15589,2020-03-20,VA,Loudoun,3
NO.15581-15585,2020-03-20,VA,James City,4
NO.15449-15580,2020-03-20,NY,Suffolk,131
NO.15447-15448,2020-03-20,GA,Worth,1
NO.15446,2020-03-20,GA,Dawson,1
NO.15445,2020-03-20,GA,Heard,1
NO.15444,2020-03-20,GA,Spalding,1
NO.15443,2020-03-20,GA,Miller,1
NO.15442,2020-03-20,GA,Tift,1
NO.15441,2020-03-20,GA,Newton,1
NO.15438-15440,2020-03-20,GA,Henry,2
NO.15431-15437,2020-03-20,GA,Carroll,6
NO.15426-15430,2020-03-20,GA,Richmond,4
NO.15425,2020-03-20,VA,Accomack,1
NO.15424,2020-03-20,MI,Genesee,1
NO.15423,2020-03-20,MI,Genesee,1
NO.15422,2020-03-20,MI,Genesee,1
NO.15417-15421,2020-03-20,GA,Lee,4
NO.15414-15416,2020-03-20,GA,Clayton,2
NO.15413,2020-03-20,MI,Genesee,1
NO.15412,2020-03-20,GA,Clarke,1
NO.15404-15411,2020-03-20,GA,Gwinnett,7
NO.15387-15403,2020-03-20,GA,Dougherty,16
NO.15374-15386,2020-03-20,GA,DeKalb,12
NO.15360-15373,2020-03-20,GA,Bartow,13
NO.15352-15359,2020-03-20,GA,Cobb,7
NO.15339-15351,2020-03-20,GA,Fulton,12
NO.15316-15338,2020-03-20,GA,Unassigned,22
NO.15315,2020-03-20,NY,Columbia,1
NO.15314,2020-03-20,WI,Jefferson,1
NO.15299-15313,2020-03-20,TX,Dallas,14
NO.15298,2020-03-20,WI,Marathon,1
